id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,game_id,spread,provider_used
401282714,2021,1,regular,2021-08-28T17:20:00.000Z,False,True,False,True,41064.0,3832.0,"Memorial Stadium (Champaign, IL)",356,Illinois,fbs,Big Ten,30,"[2, 14, 14, 0]",0.4056606386617034,1392.0,1411.0,158,Nebraska,fbs,Big Ten,22,"[0, 9, 7, 6]",0.5943393613382966,1503.0,1484.0,5.4859812562,,,401282714,6.5,consensus
401286187,2021,1,regular,2021-08-28T18:00:00.000Z,False,True,False,False,26043.0,3660.0,Valley Children's Stadium,278,Fresno State,fbs,Mountain West,45,"[7, 24, 7, 7]",0.9989676192140482,1465.0,1566.0,41,UConn,fbs,FBS Independents,0,"[0, 0, 0, 0]",0.001032380785951803,1223.0,1122.0,1.5355562765,,,401286187,-27.5,consensus
401309833,2021,1,regular,2021-08-28T19:30:00.000Z,False,True,False,False,32982.0,1056.0,Rose Bowl,26,UCLA,fbs,Pac-12,44,"[24, 7, 13, 0]",0.998923796291393,1517.0,1605.0,62,Hawai'i,fbs,Mountain West,10,"[3, 0, 7, 0]",0.0010762037086069487,1466.0,1378.0,1.3911846797,,,401309833,-17.5,consensus
401282049,2021,1,regular,2021-08-29T01:30:00.000Z,False,True,False,False,19034.0,3601.0,Aggie Memorial Stadium,166,New Mexico State,fbs,FBS Independents,3,"[0, 3, 0, 0]",0.0003672266073629033,1261.0,1182.0,2638,UTEP,fbs,Conference USA,30,"[17, 3, 10, 0]",0.9996327733926371,1222.0,1301.0,1.7024199439,,,401282049,9.5,consensus
401300995,2021,1,regular,2021-09-02T23:00:00.000Z,False,True,False,False,43928.0,3652.0,FBC Mortgage Stadium,2116,UCF,fbs,American Athletic,36,"[0, 14, 14, 8]",0.9342124591737911,1648.0,1651.0,68,Boise State,fbs,Mountain West,31,"[14, 10, 0, 7]",0.06578754082620886,1602.0,1599.0,10.2014008911,,,401300995,-6.5,consensus
401282607,2021,1,regular,2021-09-02T23:30:00.000Z,False,True,False,False,52633.0,3670.0,Carter-Finley Stadium,152,NC State,fbs,ACC,45,"[10, 14, 14, 7]",0.9987026978526787,1460.0,1565.0,58,South Florida,fbs,American Athletic,0,"[0, 0, 0, 0]",0.0012973021473212665,1251.0,1146.0,1.7199176694,,,401282607,-19.0,consensus
401300993,2021,1,regular,2021-09-02T23:30:00.000Z,False,True,False,False,36752.0,3792.0,Kidd Brewer Stadium,2026,App State,fbs,Sun Belt,33,"[14, 6, 7, 6]",0.9981479820345208,1659.0,1666.0,151,East Carolina,fbs,American Athletic,19,"[6, 0, 3, 10]",0.0018520179654791802,1403.0,1396.0,3.0846558976,,,401300993,-9.0,consensus
401282789,2021,1,regular,2021-09-03T00:00:00.000Z,False,True,False,True,50805.0,3953.0,Huntington Bank Stadium,135,Minnesota,fbs,Big Ten,31,"[0, 14, 7, 10]",0.170686074828574,1585.0,1582.0,194,Ohio State,fbs,Big Ten,45,"[7, 3, 21, 14]",0.829313925171426,1905.0,1908.0,4.281207226,,,401282789,14.0,consensus
401281952,2021,1,regular,2021-09-03T00:00:00.000Z,False,True,False,False,84314.0,3853.0,Neyland Stadium,2633,Tennessee,fbs,SEC,38,"[14, 0, 14, 10]",0.9851715866948813,1489.0,1524.0,189,Bowling Green,fbs,Mid-American,6,"[0, 6, 0, 0]",0.014828413305118748,1041.0,1006.0,1.2554934078,,,401281952,-37.0,consensus
401309937,2021,1,regular,2021-09-03T22:00:00.000Z,False,True,False,True,65632.0,3799.0,Lane Stadium,259,Virginia Tech,fbs,ACC,17,"[7, 7, 0, 3]",0.9657623026389909,1535.0,1556.0,153,North Carolina,fbs,ACC,10,"[0, 0, 7, 3]",0.03423769736100912,1725.0,1704.0,6.1739447701,,,401309937,5.5,consensus
401282608,2021,1,regular,2021-09-03T23:00:00.000Z,False,True,False,False,25673.0,3630.0,Allegacy Federal Credit Union Stadium,154,Wake Forest,fbs,ACC,42,"[14, 14, 7, 7]",0.8721964954093154,1519.0,1580.0,295,Old Dominion,fbs,Conference USA,10,"[3, 0, 0, 7]",0.12780350459068457,1303.0,1242.0,1.2683700521,,,401282608,-32.5,consensus
401282052,2021,1,regular,2021-09-03T23:00:00.000Z,False,True,False,False,14125.0,4418.0,Jerry Richardson Stadium,2429,Charlotte,fbs,Conference USA,31,"[7, 3, 7, 14]",0.3802794763077427,1366.0,1366.0,150,Duke,fbs,ACC,28,"[0, 14, 0, 14]",0.6197205236922573,1295.0,1295.0,9.9391115015,,,401282052,6.5,consensus
401282782,2021,1,regular,2021-09-04T01:00:00.000Z,False,True,False,True,34248.0,3911.0,Ryan Field,77,Northwestern,fbs,Big Ten,21,"[0, 7, 0, 14]",0.008688733173155496,1639.0,1574.0,127,Michigan State,fbs,Big Ten,38,"[14, 7, 7, 10]",0.9913112668268445,1424.0,1489.0,3.3080173367,,,401282782,-3.0,consensus
401287889,2021,1,regular,2021-09-04T16:00:00.000Z,False,True,True,False,28668.0,3687.0,AT&T Stadium,2306,Kansas State,fbs,Big 12,24,"[7, 7, 0, 10]",0.9885480025786976,1447.0,1497.0,24,Stanford,fbs,Pac-12,7,"[0, 0, 0, 7]",0.011451997421302429,1491.0,1441.0,3.0408518701,,,401287889,-3.0,consensus
401309601,2021,1,regular,2021-09-04T16:00:00.000Z,False,True,False,False,18280.0,4246.0,Center Parc Stadium,2247,Georgia State,fbs,Sun Belt,10,"[0, 7, 3, 0]",0.011110718672779117,1410.0,1334.0,349,Army,fbs,FBS Independents,43,"[14, 13, 6, 10]",0.9888892813272209,1549.0,1625.0,2.2807184063,,,401309601,-2.5,consensus
401287894,2021,1,regular,2021-09-04T16:00:00.000Z,False,True,False,False,42206.0,3835.0,"Memorial Stadium (Norman, OK)",201,Oklahoma,fbs,Big 12,40,"[14, 23, 3, 0]",0.021390135630190765,1875.0,1869.0,2655,Tulane,fbs,American Athletic,35,"[14, 0, 8, 13]",0.9786098643698092,1597.0,1603.0,2.1698702327,,,401287894,-31.0,consensus
401282822,2021,1,regular,2021-09-04T16:00:00.000Z,False,True,False,False,52519.0,6577.0,SHI Stadium,164,Rutgers,fbs,Big Ten,61,"[12, 14, 14, 21]",0.9876925847980061,1393.0,1523.0,218,Temple,fbs,American Athletic,14,"[0, 7, 7, 0]",0.012307415201993854,1304.0,1174.0,2.508015306,,,401282822,-14.0,consensus
401282772,2021,1,regular,2021-09-04T16:00:00.000Z,False,True,False,False,109295.0,3558.0,Michigan Stadium,130,Michigan,fbs,Big Ten,47,"[10, 17, 6, 14]",0.9986865417930266,1591.0,1672.0,2711,Western Michigan,fbs,Mid-American,14,"[7, 0, 0, 7]",0.0013134582069733725,1510.0,1429.0,2.3235980123,,,401282772,-16.5,consensus
401281947,2021,1,regular,2021-09-04T16:00:00.000Z,False,True,False,False,47693.0,3683.0,Kroger Field,96,Kentucky,fbs,SEC,45,"[14, 14, 3, 14]",0.9989399455856591,1550.0,1593.0,2433,UL Monroe,fbs,Sun Belt,10,"[7, 0, 0, 3]",0.0010600544143408719,1101.0,1058.0,1.5118704405,,,401281947,-31.0,consensus
401282815,2021,1,regular,2021-09-04T16:00:00.000Z,False,True,False,True,76832.0,347.0,Camp Randall Stadium,275,Wisconsin,fbs,Big Ten,10,"[0, 0, 7, 3]",0.8185644967745165,1745.0,1728.0,213,Penn State,fbs,Big Ten,16,"[0, 0, 7, 9]",0.18143550322548352,1668.0,1685.0,8.6262290777,,,401282815,-5.5,consensus
401309838,2021,1,regular,2021-09-04T18:00:00.000Z,False,True,False,False,43276.0,3626.0,Autzen Stadium,2483,Oregon,fbs,Pac-12,31,"[14, 7, 0, 10]",0.6554397056353632,1698.0,1700.0,278,Fresno State,fbs,Mountain West,24,"[0, 13, 8, 3]",0.34456029436463675,1566.0,1564.0,6.5519471201,,,401309838,-19.5,consensus
401281943,2021,1,regular,2021-09-04T18:00:00.000Z,False,True,False,False,64065.0,3887.0,Razorback Stadium,8,Arkansas,fbs,SEC,38,"[7, 0, 10, 21]",0.9906022601032428,1417.0,1470.0,242,Rice,fbs,Conference USA,17,"[0, 10, 7, 0]",0.009397739896757185,1447.0,1394.0,2.100219017,,,401281943,-19.5,consensus
401282174,2021,1,regular,2021-09-04T19:30:00.000Z,False,True,False,False,30131.0,3852.0,Navy-Marine Corps Memorial Stadium,2426,Navy,fbs,American Athletic,7,"[0, 0, 0, 7]",0.0015932988484657657,1380.0,1275.0,276,Marshall,fbs,Conference USA,49,"[14, 7, 7, 21]",0.9984067011515342,1535.0,1640.0,2.1046809431,,,401282174,3.0,consensus
401282723,2021,1,regular,2021-09-04T19:30:00.000Z,False,True,False,True,68166.0,3793.0,Kinnick Stadium,2294,Iowa,fbs,Big Ten,34,"[14, 17, 0, 3]",0.9979199925443467,1805.0,1860.0,84,Indiana,fbs,Big Ten,6,"[3, 0, 3, 0]",0.0020800074556532877,1650.0,1595.0,2.2651769074,,,401282723,-3.5,consensus
401281942,2021,1,regular,2021-09-04T19:30:00.000Z,False,True,True,False,71829.0,5348.0,Mercedes-Benz Stadium,2390,Miami,fbs,ACC,13,"[0, 3, 10, 0]",0.01176962249522609,1607.0,1585.0,333,Alabama,fbs,SEC,44,"[10, 17, 14, 3]",0.9882303775047739,2099.0,2121.0,0.7900699466,,,401281942,19.5,consensus
401282764,2021,1,regular,2021-09-04T19:30:00.000Z,False,True,False,False,43811.0,3665.0,SECU Stadium,120,Maryland,fbs,Big Ten,30,"[17, 3, 0, 10]",0.98110910610178,1380.0,1396.0,277,West Virginia,fbs,Big 12,24,"[14, 7, 0, 3]",0.018890893898219963,1549.0,1533.0,8.6806655519,,,401282764,2.5,consensus
401300996,2021,1,regular,2021-09-04T19:30:00.000Z,False,True,False,False,37978.0,3854.0,Nippert Stadium,2132,Cincinnati,fbs,American Athletic,49,"[21, 14, 0, 14]",0.9989680828534763,1784.0,1837.0,193,Miami (OH),fbs,Mid-American,14,"[0, 0, 0, 14]",0.001031917146523731,1426.0,1373.0,1.2835892447,,,401300996,-22.5,consensus
401282612,2021,1,regular,2021-09-04T20:00:00.000Z,False,True,False,False,41486.0,3752.0,Acrisure Stadium,221,Pittsburgh,fbs,ACC,51,"[13, 10, 14, 14]",0.9988486164510799,1543.0,1609.0,113,Massachusetts,fbs,FBS Independents,7,"[0, 0, 0, 7]",0.0011513835489200819,1061.0,995.0,1.1508209908,,,401282612,-37.5,consensus
401281950,2021,1,regular,2021-09-04T20:00:00.000Z,False,True,False,False,46237.0,3838.0,Memorial Stadium,142,Missouri,fbs,SEC,34,"[7, 10, 7, 10]",0.5274031244762054,1503.0,1515.0,2117,Central Michigan,fbs,Mid-American,24,"[7, 7, 0, 10]",0.4725968755237946,1438.0,1426.0,6.5597184067,,,401281950,-14.0,consensus
401281949,2021,1,regular,2021-09-04T20:00:00.000Z,False,True,False,False,44669.0,3693.0,Davis Wade Stadium,344,Mississippi State,fbs,SEC,35,"[14, 0, 0, 21]",0.5783879057964902,1513.0,1508.0,2348,Louisiana Tech,fbs,Conference USA,34,"[7, 14, 10, 3]",0.42161209420350976,1337.0,1342.0,6.8510707457,,,401281949,-20.5,consensus
401287892,2021,1,regular,2021-09-04T20:30:00.000Z,False,True,False,False,91113.0,3910.0,DKR-Texas Memorial Stadium,251,Texas,fbs,Big 12,38,"[7, 7, 14, 10]",0.9787923181246069,1767.0,1801.0,309,Louisiana,fbs,Sun Belt,18,"[3, 3, 6, 6]",0.021207681875393125,1645.0,1611.0,3.8381599324,,,401287892,-8.5,consensus
401309842,2021,1,regular,2021-09-04T21:00:00.000Z,False,True,False,False,54398.0,477.0,Los Angeles Memorial Coliseum,30,USC,fbs,Pac-12,30,"[10, 3, 0, 17]",0.9727789437560149,1628.0,1672.0,23,San José State,fbs,Mountain West,7,"[0, 0, 7, 0]",0.027221056243985076,1513.0,1469.0,2.9096683291,,,401309842,-14.0,consensus
401282819,2021,1,regular,2021-09-04T23:00:00.000Z,False,True,False,False,53656.0,3907.0,Ross-Ade Stadium,2509,Purdue,fbs,Big Ten,30,"[7, 6, 3, 14]",0.5320373839543777,1470.0,1483.0,204,Oregon State,fbs,Pac-12,21,"[7, 0, 0, 14]",0.4679626160456223,1449.0,1436.0,7.886416644,,,401282819,-7.0,consensus
401287893,2021,1,regular,2021-09-04T23:00:00.000Z,False,True,False,False,26573.0,3644.0,Bobcat Stadium (TX),326,Texas State,fbs,Sun Belt,20,"[3, 7, 3, 7]",0.027570083271535584,1269.0,1271.0,239,Baylor,fbs,Big 12,29,"[7, 7, 10, 5]",0.9724299167284645,1525.0,1523.0,3.4324554132,,,401287893,13.5,consensus
